gapId,title,primaryCategory,secondaryCategories,domainIds,currentStatus,targetLevel,severity,dependencies,acceptanceEvidence,recommendedOwnerArea,dependencyCriticality,safetyImpact,claimRisk,targetUnblockValue,observedFact,recommendation
gap-68de97f68405e9e92b74,OS-substrate subsystem: Interrupts,Implementation_Gap,[],"[""capability-hw-interrupts""]",Unsupported,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of interrupt-controller programming and an interrupt entry/dispatch path.""]",Kernel & Hardware,3,2,2,2,"Interrupts has no direct implementation evidence (matched evidence evidence-0c8a8aaf00020a404353, evidence-26fb76735e839b771398, evidence-65476099b0da705ba523, evidence-92f50b282fbfc1fdf335, evidence-bf20302c1c749e06f1e2, evidence-c1d94b67438d35444278, evidence-d2b95a83993040395a12, evidence-d317e017757b53bead27, evidence-dea2d9c4aba8fa271e70, evidence-e3a610b897321bed7d51, evidence-f7d0f0c0bb7190d5bc07); per Requirement 10.6 its Maturity_Score is 0 (absent). No interrupt model or interrupt-controller implementation exists.",Register a positive implementation gate for Interrupts and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-69e51899801b7ea90425,Runtime/library/package gap: Hosted registry helpers,Ecosystem_Gap,[],"[""capability-package-hosted-registry""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Hosted registry helpers has no accepted implementation evidence."",""Implemented hosted registry helpers support with direct implementation evidence.""]",Package & Ecosystem,1,0,1,1,Hosted registry helpers has no accepted current implementation satisfying Requirement 8.5; strongest observed status is Unknown (no matching evidence found).,Implement and verify Hosted registry helpers before depending on it for freestanding or ecosystem work.
gap-6a9ca7b7c44943db08c6,Runtime/library/package gap: Freestanding termination,Implementation_Gap,[],"[""capability-runtime-termination""]",Unknown,T2_Freestanding_Substrate,High,[],"[""A freestanding termination path with implementation evidence."",""Freestanding termination is unspecified and unimplemented.""]",Freestanding Runtime,2,0,1,2,"Freestanding termination has no accepted current implementation satisfying Requirement 8.1; strongest observed status is Unknown (matched evidence: evidence-28975e513646574d7e7f, evidence-dbc77918c00b8b685dcc).",Implement and verify Freestanding termination before depending on it for freestanding or ecosystem work.
gap-6bda0d94096e1a599622,OS-substrate subsystem: Hardware qualification,Implementation_Gap,[],"[""capability-driver-hardware-qualification""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation and process evidence qualifying supported hardware for the driver framework.""]",Drivers & Hardware,1,1,1,1,Hardware qualification has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No hardware qualification process or evidence exists.,Register a positive implementation gate for Hardware qualification and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-6be90f6253c8bf211725,OS-substrate subsystem: IPC,Implementation_Gap,[],"[""capability-kernel-ipc""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of a kernel IPC mechanism between isolated contexts.""]",Kernel,2,1,1,1,IPC has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No kernel IPC implementation exists.,Register a positive implementation gate for IPC and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-6cf1c220937cb21006cc,Secure update and rollback protection gap,Implementation_Gap,[],"[""capability-security-update-rollback""]",Unknown,T5_Operable_Universe_OS,High,"[""gate-024e105461e96cffee40""]","[""A Nebula-owned secure update mechanism with rollback protection and direct implementation evidence."",""Disclosed limitations must remain recorded: No Nebula-owned OS secure-update or rollback-protection mechanism exists.""]",Security Operations,3,3,0,3,Secure update and rollback protection: no OS-substrate implementation evidence exists (authoritative source docs/universeos/architecture.md).,Implement Secure update and rollback protection in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-709cdd4152e94efc6856,Relocation support gap,Implementation_Gap,"[""Verification_Gap""]","[""domain-709cdd4152e94efc6856""]",Unsupported,T2_Freestanding_Substrate,High,[],"[""Implemented relocation processing that resolves relocation entries during linking for a freestanding image.""]",Boot Toolchain,2,1,1,2,"Relocation support has no direct implementation evidence; strongest observed status is Unsupported. It remains a separate, unmerged pre-kernel Hard-Gate candidate.",Implement Relocation support as an independent gate with direct evidence; it must not be satisfied by upstream or primitive relocatable-object proofs.
gap-72208157b2ab3824703d,"Volatile, MMIO, intrinsic, and inline-assembly primitives gap",Implementation_Gap,[],"[""capability-hardware-lowlevel-primitives""]",Unknown,T2_Freestanding_Substrate,Medium,[],"[""Implemented volatile access, MMIO, intrinsics, inline assembly, and privilege-transition primitives suitable for hardware-safe code.""]",Freestanding Runtime,3,3,0,3,"No normative, implemented contract was found for this capability; strongest observed evidence status is Unknown (authoritative source spec/abi_layout.md).",Define the normative semantics and provide direct implementation evidence before relying on this capability for system-level code.
gap-72a1ffe59010a13a224a,Semantic stability: Primitive widths,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A published compatibility/stability policy governing Primitive widths with cross-revision guarantees and a negative-change process.""]",Language & type system,2,1,1,1,"Primitive widths has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-61fa5e8ce3f4f1c2215d, evidence-671e810b7e2ffe60fbb3, evidence-8134bb444b9ff6c2a6c3, evidence-9590cac46c0ee80276c5, evidence-9f5649d58b6b0a875add, evidence-a161e7e02d04f1b94fe6, evidence-a9922399f899da3770cf, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c11528bb42afadadb318, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-f6e2fffbc042fd84d3c5, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Primitive widths so implemented behavior cannot silently change between revisions.
gap-7445f244e3e2ff3a4d65,Incident response gap,Ecosystem_Gap,[],"[""capability-security-incident-response""]",Unknown,T5_Operable_Universe_OS,High,"[""gate-024e105461e96cffee40""]","[""An operable incident-response capability for the OS platform with direct implementation/process evidence."",""Disclosed limitations must remain recorded: No OS-platform incident-response capability is demonstrated for a Nebula-owned substrate.""]",Security Operations,3,3,0,3,Incident response: no OS-substrate implementation evidence exists (authoritative source docs/universeos/architecture.md).,Implement Incident response in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-77a89e738c9cac3c0548,Linker script / linker inputs gap,Implementation_Gap,"[""Verification_Gap""]","[""domain-77a89e738c9cac3c0548""]",Unsupported,T2_Freestanding_Substrate,High,[],"[""Implemented linker scripts and linker inputs that place sections and symbols deterministically for a freestanding image.""]",Boot Toolchain,2,1,1,2,"Linker script / linker inputs has no direct implementation evidence; strongest observed status is Unsupported. It remains a separate, unmerged pre-kernel Hard-Gate candidate.",Implement Linker script / linker inputs as an independent gate with direct evidence; it must not be satisfied by upstream or primitive relocatable-object proofs.
gap-785387b5e61c95d42fba,Normative language contract: Destruction,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A normative specification for Destruction with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,2,1,1,1,"Destruction is documented in spec/ownership_model.md, spec/region_semantics.md with direct implementation evidence evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0; current classified status is Unknown.",Publish and freeze the normative semantics for Destruction with a versioned compatibility contract before depending on it for system-level work.
gap-787536d117c42c806481,Incremental compilation gap,Implementation_Gap,[],"[""capability-pipeline-incremental""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Incremental compilation implementation evidence.""]",Compiler & ABI,2,0,1,2,"No normative, in-scope, independent implementation was found for Incremental compilation; strongest observed evidence status is Unknown (authoritative source spec/compiler_pipeline.md).","Define and implement Incremental compilation within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-7a7a14c2587b4e087649,Boot observability gap,Implementation_Gap,[],"[""capability-observability-boot""]",Unknown,T3_Boot_And_Kernel_Foundation,Medium,"[""gate-773cbe5008ea0adfbf60""]","[""Boot-stage observability owned by the Nebula boot chain with direct implementation evidence."",""Disclosed limitations must remain recorded: No Nebula-owned boot observability exists.""]",Boot & Kernel,2,1,0,2,Boot observability: no OS-substrate implementation evidence exists (authoritative source docs/universeos/kernel_boundary.md).,Implement Boot observability in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-7b16360696f9456e3a9b,Normative language contract: Collections,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Collections with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,1,1,Collections is documented in spec/type_system.md with no direct implementation evidence; current classified status is Unknown.,Publish and freeze the normative semantics for Collections with a versioned compatibility contract before depending on it for system-level work.
gap-7b5e6d141ef3320be2c4,Runtime/library/package gap: Freestanding allocation hooks,Implementation_Gap,[],"[""capability-runtime-allocation-hooks""]",Unknown,T2_Freestanding_Substrate,High,[],"[""Freestanding allocation hooks and an allocator-failure policy with implementation evidence."",""Freestanding allocation hooks are unspecified and unimplemented.""]",Freestanding Runtime,2,0,1,2,Freestanding allocation hooks has no accepted current implementation satisfying Requirement 8.1; strongest observed status is Unknown (no matching evidence found).,Implement and verify Freestanding allocation hooks before depending on it for freestanding or ecosystem work.
gap-7c1ce3e9c88c11b463cb,Recovery behavior gap,Implementation_Gap,[],"[""capability-reliability-recovery""]",Unknown,T5_Operable_Universe_OS,Medium,"[""gate-7e6ff8c1b7bf228d2952""]","[""Disclosed limitations must remain recorded: No Nebula-owned OS recovery behavior exists."",""Operable recovery behavior for the OS platform with direct implementation evidence.""]",Operations,2,2,0,2,Recovery behavior: no OS-substrate implementation evidence exists (authoritative source docs/universeos/architecture.md).,Implement Recovery behavior in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-7d521b06d3a15576aa88,Normative language contract: Initialization,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A normative specification for Initialization with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,2,1,1,1,"Initialization is documented in spec/ownership_model.md, spec/region_semantics.md with direct implementation evidence evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0; current classified status is Unknown.",Publish and freeze the normative semantics for Initialization with a versioned compatibility contract before depending on it for system-level work.
